Edad,País / Procedencia,Idioma,Presupuesto,Días de viaje,Tipo de viaje,Problemas respiratorios,Movilidad reducida,Alergias,Comida,Naturaleza,Historia,Fotografía,Altura máxima tolerada,Recomendación médica,Destino
35,India,Inglés,Alto,8,Relajación,No,No,No,Sí,Sí,Sí,Sí,3100,Usar ropa ligera,Tipón
21,Bolivia,Español,Económico,3,Fotografía,No,No,No,Sí,Sí,No,Sí,2600,Hidratación adecuada,Tipón
46,Noruega,Inglés,Alto,10,Cultural,No,No,Sí,Sí,Sí,Sí,Sí,3200,Aclimatación obligatoria,Tipón
28,Portugal,Portugués,Medio,5,Relajación,No,No,No,Sí,Sí,Sí,Sí,2900,Evitar alcohol,Tipón
32,Israel,Hebreo,Alto,7,Aventura,No,No,No,Sí,Sí,Sí,Sí,3100,Descanso previo,Tipón
24,Perú,Español,Económico,4,Cultural,No,No,Sí,Sí,Sí,No,Sí,2700,Consumir líquidos,Tipón
41,Irlanda,Inglés,Alto,8,Aventura,No,No,No,Sí,Sí,Sí,Sí,3200,Hidratación constante,Tipón
26,Sudáfrica,Inglés,Medio,6,Mochilero,No,No,No,Sí,Sí,Sí,Sí,3000,Usar bloqueador,Tipón
24,Estados Unidos,Inglés,Alto,7,Relajación,No,No,No,Sí,Sí,Sí,Sí,3400,Aclimatación previa,Huayna Picchu
31,Perú,Español,Medio,5,Fotografía,No,No,No,Sí,Sí,Sí,Sí,3200,Hidratación constante,Huayna Picchu
27,Canadá,Inglés,Alto,8,Cultural,No,No,Sí,Sí,Sí,Sí,Sí,3400,Llevar medicamentos,Huayna Picchu
35,Australia,Inglés,Alto,9,Relajación,No,No,No,Sí,Sí,Sí,Sí,3500,Preparación física,Huayna Picchu
22,Argentina,Español,Económico,4,Aventura,No,No,No,Sí,Sí,No,Sí,3000,Consumir agua,Huayna Picchu
38,Alemania,Alemán,Alto,10,Fotografía,No,No,No,Sí,Sí,Sí,Sí,3600,Aclimatación obligatoria,Huayna Picchu
29,Francia,Francés,Medio,6,Cultural,No,No,Sí,Sí,Sí,Sí,Sí,3200,Hidratación frecuente,Huayna Picchu
26,Brasil,Portugués,Medio,5,Gastronómico,No,No,No,Sí,Sí,Sí,Sí,3100,Descansar correctamente,Huayna Picchu
41,Chile,Español,Alto,8,Relajación,Sí,No,No,Sí,Sí,Sí,Sí,3000,Consultar médico,Huayna Picchu
23,Japón,Japonés,Alto,7,Mochilero,No,No,Sí,Sí,Sí,Sí,Sí,3400,Llevar snacks energéticos,Huayna Picchu
34,Italia,Italiano,Medio,6,Fotografía,No,No,No,Sí,Sí,Sí,Sí,3100,Usar bloqueador solar,Huayna Picchu
28,México,Español,Medio,5,Cultural,No,No,No,Sí,Sí,No,Sí,3000,Hidratación adecuada,Huayna Picchu
40,Reino Unido,Inglés,Alto,9,Aventura,No,No,Sí,Sí,Sí,Sí,Sí,3500,Aclimatación previa,Huayna Picchu
25,España,Español,Medio,5,Cultural,No,No,No,Sí,Sí,Sí,Sí,3000,Consumir líquidos,Huayna Picchu
32,China,Chino,Alto,8,Relajación,No,No,No,Sí,Sí,Sí,Sí,3400,Ropa cómoda,Huayna Picchu
37,Corea del Sur,Coreano,Alto,7,Mochilero,No,No,Sí,Sí,Sí,Sí,Sí,3500,Hidratación permanente,Huayna Picchu
21,Colombia,Español,Económico,4,Fotografía,No,No,No,Sí,Sí,No,Sí,2900,Descansar adecuadamente,Huayna Picchu
44,Suiza,Alemán,Alto,10,Cultural,No,No,No,Sí,Sí,Sí,Sí,3600,Aclimatación recomendada,Huayna Picchu
27,Ecuador,Español,Medio,5,Relajación,No,No,Sí,Sí,Sí,Sí,Sí,3100,Evitar comidas pesadas,Huayna Picchu
39,Países Bajos,Inglés,Alto,8,Aventura,No,No,No,Sí,Sí,Sí,Sí,3400,Hidratación y descanso,Huayna Picchu
24,Perú,Español,Económico,4,Histórico,No,No,No,Sí,Sí,No,Sí,2900,Consumir mate de coca,Huayna Picchu
42,Bélgica,Francés,Alto,9,Mochilero,Sí,No,No,Sí,Sí,Sí,Sí,3000,Control médico,Huayna Picchu
30,Turquía,Turco,Medio,6,Relajación,No,No,Sí,Sí,Sí,Sí,Sí,3200,Llevar medicamentos,Huayna Picchu
35,India,Inglés,Alto,8,Fotografía,No,No,No,Sí,Sí,Sí,Sí,3400,Usar ropa ligera,Huayna Picchu
22,Bolivia,Español,Económico,3,Cultural,No,No,No,Sí,Sí,No,Sí,2800,Hidratación adecuada,Huayna Picchu
46,Noruega,Inglés,Alto,10,Relajación,No,No,Sí,Sí,Sí,Sí,Sí,3600,Aclimatación obligatoria,Huayna Picchu
28,Portugal,Portugués,Medio,5,Aventura,No,No,No,Sí,Sí,Sí,Sí,3200,Evitar alcohol,Huayna Picchu
32,Israel,Hebreo,Alto,7,Cultural,No,No,No,Sí,Sí,Sí,Sí,3400,Descanso previo,Huayna Picchu
24,Perú,Español,Económico,4,Aventura,No,No,Sí,Sí,Sí,No,Sí,3000,Consumir líquidos,Huayna Picchu
41,Irlanda,Inglés,Alto,8,Mochilero,No,No,No,Sí,Sí,Sí,Sí,3500,Hidratación constante,Huayna Picchu
26,Sudáfrica,Inglés,Medio,6,Relajación,No,No,No,Sí,Sí,Sí,Sí,3200,Usar bloqueador,Huayna Picchu
33,Filipinas,Inglés,Medio,5,Fotografía,No,No,Sí,Sí,Sí,Sí,Sí,3100,Medicamentos básicos,Huayna Picchu
29,Marruecos,Árabe,Económico,4,Cultural,No,No,No,Sí,Sí,No,Sí,2800,Descanso adecuado,Huayna Picchu
43,Suecia,Inglés,Alto,10,Relajación,No,No,No,Sí,Sí,Sí,Sí,3600,Aclimatación y descanso,Huayna Picchu
27,Indonesia,Indonesio,Medio,6,Aventura,No,No,Sí,Sí,Sí,Sí,Sí,3200,Hidratación continua,Huayna Picchu
38,Dinamarca,Inglés,Alto,9,Fotografía,No,No,No,Sí,Sí,Sí,Sí,3500,Preparación física,Huayna Picchu
23,Uruguay,Español,Económico,4,Cultural,No,No,No,Sí,Sí,No,Sí,2900,Consumir agua,Huayna Picchu
45,Austria,Alemán,Alto,10,Gastronómico,Sí,No,Sí,Sí,Sí,Sí,Sí,3000,Consulta médica,Huayna Picchu
31,Costa Rica,Español,Medio,6,Relajación,No,No,No,Sí,Sí,Sí,Sí,3200,Hidratación permanente,Huayna Picchu
25,Nueva Zelanda,Inglés,Alto,8,Mochilero,No,No,No,Sí,Sí,Sí,Sí,3500,Ropa térmica,Huayna Picchu
36,Paraguay,Español,Económico,5,Fotografía,No,No,Sí,Sí,Sí,No,Sí,3000,Descanso moderado,Huayna Picchu
40,Rusia,Ruso,Alto,9,Cultural,No,No,No,Sí,Sí,Sí,Sí,3600,Aclimatación previa,Huayna Picchu
28,Perú,Español,Medio,5,Aventura,No,No,No,Sí,Sí,Sí,Sí,3100,Consumir mate de coca,Huayna Picchu
33,Finlandia,Inglés,Alto,8,Cultural,No,No,Sí,Sí,Sí,Sí,Sí,3400,Hidratación continua,Huayna Picchu
22,Venezuela,Español,Económico,4,Relajación,No,No,No,Sí,Sí,No,Sí,2900,Descansar correctamente,Huayna Picchu
47,Hungría,Húngaro,Alto,10,Mochilero,Sí,No,No,Sí,Sí,Sí,Sí,3000,Control de presión,Huayna Picchu
30,Tailandia,Tailandés,Medio,6,Fotografía,No,No,Sí,Sí,Sí,Sí,Sí,3200,Hidratación y descanso,Huayna Picchu
35,Estados Unidos,Inglés,Alto,9,Cultural,No,No,No,Sí,Sí,Sí,Sí,3600,Preparación física,Huayna Picchu
24,Perú,Español,Económico,4,Relajación,No,No,No,Sí,Sí,No,Sí,2900,Consumir líquidos,Huayna Picchu
39,Canadá,Inglés,Alto,8,Aventura,No,No,Sí,Sí,Sí,Sí,Sí,3400,Aclimatación previa,Huayna Picchu
27,España,Español,Medio,5,Histórico,No,No,No,Sí,Sí,Sí,Sí,3200,Hidratación adecuada,Huayna Picchu
42,Brasil,Portugués,Alto,9,Mochilero,No,No,No,Sí,Sí,Sí,Sí,3500,Ropa adecuada,Huayna Picchu
32,Israel,Hebreo,Alto,7,Cultural,No,No,No,Sí,Sí,Sí,Sí,3100,Descanso previo,Pikillacta
24,Perú,Español,Económico,4,Mochilero,No,No,Sí,Sí,Sí,No,Sí,2700,Consumir líquidos,Pikillacta
41,Irlanda,Inglés,Alto,8,Fotografía,No,No,No,Sí,Sí,Sí,Sí,3200,Hidratación constante,Pikillacta
26,Sudáfrica,Inglés,Medio,6,Aventura,No,No,No,Sí,Sí,Sí,Sí,3000,Usar bloqueador,Pikillacta
34,Filipinas,Inglés,Medio,7,Cultural,No,No,Sí,Sí,Sí,Sí,Sí,2900,Medicamentos básicos,Pikillacta
29,Marruecos,Árabe,Económico,5,Relajación,No,No,No,Sí,Sí,No,Sí,2600,Descanso adecuado,Pikillacta
43,Suecia,Inglés,Alto,11,Fotografía,No,No,No,Sí,Sí,Sí,Sí,3300,Aclimatación y descanso,Pikillacta
27,Indonesia,Indonesio,Medio,6,Aventura,No,No,Sí,Sí,Sí,Sí,Sí,3000,Hidratación continua,Pikillacta
38,Dinamarca,Inglés,Alto,9,Cultural,No,No,No,Sí,Sí,Sí,Sí,3200,Preparación física,Pikillacta
23,Uruguay,Español,Económico,4,Mochilero,No,No,No,Sí,Sí,No,Sí,2500,Consumir agua,Pikillacta
45,Austria,Alemán,Alto,10,Relajación,Sí,No,Sí,Sí,Sí,Sí,Sí,2400,Consulta médica,Pikillacta
31,Costa Rica,Español,Medio,6,Cultural,No,No,No,Sí,Sí,Sí,Sí,3000,Hidratación permanente,Pikillacta
25,Nueva Zelanda,Inglés,Alto,8,Fotografía,No,No,No,Sí,Sí,Sí,Sí,3200,Ropa térmica,Pikillacta
36,Paraguay,Español,Económico,5,Aventura,No,No,Sí,Sí,Sí,No,Sí,2700,Descanso moderado,Pikillacta
40,Rusia,Ruso,Alto,10,Cultural,No,No,No,Sí,Sí,Sí,Sí,3300,Aclimatación previa,Pikillacta
28,Perú,Español,Medio,5,Relajación,No,No,No,Sí,Sí,Sí,Sí,2800,Consumir mate de coca,Pikillacta
33,Finlandia,Inglés,Alto,8,Fotografía,No,No,Sí,Sí,Sí,Sí,Sí,3200,Hidratación continua,Pikillacta
22,Venezuela,Español,Económico,4,Mochilero,No,No,No,Sí,Sí,No,Sí,2600,Descansar correctamente,Pikillacta
47,Hungría,Húngaro,Alto,11,Cultural,Sí,No,No,Sí,Sí,Sí,Sí,2500,Control de presión,Pikillacta
30,Tailandia,Tailandés,Medio,6,Aventura,No,No,Sí,Sí,Sí,Sí,Sí,3000,Hidratación y descanso,Pikillacta
29,Australia,Inglés,Alto,7,Cultural,No,No,No,Sí,Sí,Sí,Sí,3200,Hidratación constante,Raqchi
34,Perú,Español,Medio,5,Relajación,No,No,No,Sí,Sí,Sí,No,3000,Descansar adecuadamente,Raqchi
27,Estados Unidos,Inglés,Alto,8,Fotografía,No,No,Sí,Sí,Sí,Sí,Sí,3300,Llevar medicamentos,Raqchi
41,Canadá,Inglés,Alto,9,Cultural,No,No,No,Sí,Sí,Sí,Sí,3300,Aclimatación previa,Raqchi
24,Argentina,Español,Económico,4,Mochilero,No,No,No,Sí,Sí,No,Sí,2900,Consumir agua,Raqchi
38,Alemania,Alemán,Alto,10,Fotografía,No,No,No,Sí,Sí,Sí,Sí,3300,Usar bloqueador solar,Raqchi
30,Francia,Francés,Medio,6,Cultural,No,No,Sí,Sí,Sí,Sí,Sí,3200,Hidratación frecuente,Raqchi
22,Brasil,Portugués,Medio,5,Aventura,No,No,No,Sí,Sí,No,Sí,2900,Descanso moderado,Raqchi
45,Chile,Español,Alto,7,Relajación,Sí,No,No,Sí,Sí,Sí,Sí,2800,Consultar médico,Raqchi
28,Japón,Japonés,Alto,8,Fotografía,No,No,Sí,Sí,Sí,Sí,Sí,3300,Llevar snacks,Raqchi
36,Italia,Italiano,Medio,6,Cultural,No,No,No,Sí,Sí,Sí,Sí,3100,Usar sombrero,Raqchi
31,México,Español,Medio,5,Aventura,No,No,No,Sí,Sí,No,Sí,2800,Hidratación constante,Raqchi
40,Reino Unido,Inglés,Alto,9,Fotografía,No,No,Sí,Sí,Sí,Sí,Sí,3300,Aclimatación recomendada,Raqchi
26,España,Español,Medio,5,Cultural,No,No,No,Sí,Sí,Sí,Sí,2800,Consumir líquidos,Raqchi
33,China,Chino,Alto,8,Relajación,No,No,No,Sí,Sí,Sí,Sí,3200,Ropa cómoda,Raqchi
37,Corea del Sur,Coreano,Alto,7,Fotografía,No,No,Sí,Sí,Sí,Sí,Sí,3100,Hidratación permanente,Raqchi
23,Colombia,Español,Económico,4,Mochilero,No,No,No,Sí,Sí,No,Sí,2700,Descanso adecuado,Raqchi
44,Suiza,Alemán,Alto,10,Cultural,No,No,No,Sí,Sí,Sí,Sí,3300,Aclimatación previa,Raqchi
27,Ecuador,Español,Medio,5,Aventura,No,No,Sí,Sí,Sí,Sí,Sí,2900,Evitar comidas pesadas,Raqchi
39,Países Bajos,Inglés,Alto,8,Fotografía,No,No,No,Sí,Sí,Sí,Sí,3200,Hidratación y descanso,Raqchi
25,Perú,Español,Económico,4,Cultural,No,No,No,Sí,Sí,No,Sí,2700,Consumir mate de coca,Raqchi
42,Bélgica,Francés,Alto,9,Relajación,Sí,No,No,Sí,Sí,Sí,Sí,2600,Control médico,Raqchi
30,Turquía,Turco,Medio,6,Fotografía,No,No,Sí,Sí,Sí,Sí,Sí,3000,Llevar medicamentos,Raqchi
35,India,Inglés,Alto,8,Cultural,No,No,No,Sí,Sí,Sí,Sí,3200,Usar ropa ligera,Raqchi
21,Bolivia,Español,Económico,3,Mochilero,No,No,No,Sí,Sí,No,Sí,2600,Hidratación adecuada,Raqchi
46,Noruega,Inglés,Alto,10,Fotografía,No,No,Sí,Sí,Sí,Sí,Sí,3300,Aclimatación obligatoria,Raqchi
28,Portugal,Portugués,Medio,5,Cultural,No,No,No,Sí,Sí,Sí,Sí,2900,Evitar alcohol,Raqchi
32,Israel,Hebreo,Alto,7,Aventura,No,No,No,Sí,Sí,Sí,Sí,3200,Descanso previo,Raqchi
24,Perú,Español,Económico,4,Mochilero,No,No,Sí,Sí,Sí,No,Sí,2700,Consumir líquidos,Raqchi
41,Irlanda,Inglés,Alto,8,Fotografía,No,No,No,Sí,Sí,Sí,Sí,3300,Hidratación constante,Raqchi
26,Sudáfrica,Inglés,Medio,6,Cultural,No,No,No,Sí,Sí,Sí,Sí,3000,Usar bloqueador,Raqchi
34,Filipinas,Inglés,Medio,7,Relajación,No,No,Sí,Sí,Sí,Sí,Sí,3000,Medicamentos básicos,Raqchi
29,Marruecos,Árabe,Económico,5,Cultural,No,No,No,Sí,Sí,No,Sí,2600,Descanso adecuado,Raqchi
43,Suecia,Inglés,Alto,11,Fotografía,No,No,No,Sí,Sí,Sí,Sí,3300,Aclimatación y descanso,Raqchi
27,Indonesia,Indonesio,Medio,6,Aventura,No,No,Sí,Sí,Sí,Sí,Sí,3000,Hidratación continua,Raqchi
38,Dinamarca,Inglés,Alto,9,Cultural,No,No,No,Sí,Sí,Sí,Sí,3300,Preparación física,Raqchi
23,Uruguay,Español,Económico,4,Mochilero,No,No,No,Sí,Sí,No,Sí,2500,Consumir agua,Raqchi
45,Austria,Alemán,Alto,10,Relajación,Sí,No,Sí,Sí,Sí,Sí,Sí,2400,Consulta médica,Raqchi
31,Costa Rica,Español,Medio,6,Cultural,No,No,No,Sí,Sí,Sí,Sí,3000,Hidratación permanente,Raqchi
25,Nueva Zelanda,Inglés,Alto,8,Fotografía,No,No,No,Sí,Sí,Sí,Sí,3200,Ropa térmica,Raqchi
36,Paraguay,Español,Económico,5,Aventura,No,No,Sí,Sí,Sí,No,Sí,2700,Descanso moderado,Raqchi
40,Rusia,Ruso,Alto,10,Cultural,No,No,No,Sí,Sí,Sí,Sí,3300,Aclimatación previa,Raqchi
28,Perú,Español,Medio,5,Relajación,No,No,No,Sí,Sí,Sí,Sí,2900,Consumir mate de coca,Raqchi
33,Finlandia,Inglés,Alto,8,Fotografía,No,No,Sí,Sí,Sí,Sí,Sí,3200,Hidratación continua,Raqchi
22,Venezuela,Español,Económico,4,Mochilero,No,No,No,Sí,Sí,No,Sí,2600,Descansar correctamente,Raqchi
47,Hungría,Húngaro,Alto,11,Cultural,Sí,No,No,Sí,Sí,Sí,Sí,2500,Control de presión,Raqchi
30,Tailandia,Tailandés,Medio,6,Aventura,No,No,Sí,Sí,Sí,Sí,Sí,3000,Hidratación y descanso,Raqchi
35,Estados Unidos,Inglés,Alto,10,Fotografía,No,No,No,Sí,Sí,Sí,Sí,3300,Preparación física,Raqchi
24,Perú,Español,Económico,4,Cultural,No,No,No,Sí,Sí,No,Sí,2600,Consumir líquidos,Raqchi
39,Canadá,Inglés,Alto,9,Relajación,No,No,Sí,Sí,Sí,Sí,Sí,3200,Aclimatación previa,Raqchi
27,España,Español,Medio,5,Cultural,No,No,No,Sí,Sí,Sí,Sí,3000,Hidratación adecuada,Raqchi
42,Brasil,Portugués,Alto,8,Fotografía,No,No,No,Sí,Sí,Sí,Sí,3200,Ropa adecuada,Raqchi
24,Perú,Español,Medio,5,Aventura,No,No,No,Sí,Sí,No,Sí,4200,Aclimatación previa,Montaña de 7 Colores
31,Estados Unidos,Inglés,Alto,8,Fotografía,No,No,Sí,Sí,Sí,Sí,Sí,4300,Hidratación constante,Montaña de 7 Colores
27,Argentina,Español,Económico,6,Mochilero,No,No,No,Sí,Sí,No,Sí,4000,Consumir mate de coca,Montaña de 7 Colores
36,Canadá,Inglés,Alto,9,Aventura,No,No,No,Sí,Sí,Sí,Sí,4350,Aclimatación obligatoria,Montaña de 7 Colores
29,Brasil,Portugués,Medio,7,Fotografía,No,No,Sí,Sí,Sí,Sí,Sí,4200,Hidratación permanente,Montaña de 7 Colores
42,Alemania,Alemán,Alto,10,Cultural,No,No,No,Sí,Sí,Sí,Sí,4100,Descansar previamente,Montaña de 7 Colores
23,Chile,Español,Económico,5,Aventura,No,No,No,Sí,Sí,No,Sí,4000,Usar bloqueador solar,Montaña de 7 Colores
34,Francia,Francés,Alto,8,Fotografía,No,No,Sí,Sí,Sí,Sí,Sí,4250,Aclimatación en Cusco,Montaña de 7 Colores
26,México,Español,Medio,6,Cultural,No,No,No,Sí,Sí,Sí,Sí,3900,Consumir líquidos,Montaña de 7 Colores
39,Reino Unido,Inglés,Alto,11,Aventura,No,No,Sí,Sí,Sí,Sí,Sí,4350,Preparación física,Montaña de 7 Colores
22,Colombia,Español,Económico,4,Mochilero,No,No,No,Sí,Sí,No,Sí,3800,Descansar correctamente,Montaña de 7 Colores
45,Japón,Japonés,Alto,9,Fotografía,No,No,Sí,Sí,Sí,Sí,Sí,4300,Llevar snacks energéticos,Montaña de 7 Colores
28,España,Español,Medio,6,Aventura,No,No,No,Sí,Sí,Sí,Sí,4000,Hidratación constante,Montaña de 7 Colores
37,China,Chino,Alto,10,Fotografía,No,No,No,Sí,Sí,Sí,Sí,4250,Ropa térmica,Montaña de 7 Colores
25,Perú,Español,Económico,5,Aventura,No,No,No,Sí,Sí,No,Sí,3900,Consumir mate de coca,Montaña de 7 Colores
41,Italia,Italiano,Alto,9,Cultural,No,No,Sí,Sí,Sí,Sí,Sí,4200,Aclimatación previa,Montaña de 7 Colores
30,Corea del Sur,Coreano,Alto,8,Fotografía,No,No,No,Sí,Sí,Sí,Sí,4300,Hidratación adecuada,Montaña de 7 Colores
21,Bolivia,Español,Económico,4,Mochilero,No,No,No,Sí,Sí,No,Sí,3700,Consumir agua,Montaña de 7 Colores
43,Suiza,Alemán,Alto,12,Aventura,No,No,Sí,Sí,Sí,Sí,Sí,4350,Preparación física,Montaña de 7 Colores
27,Ecuador,Español,Medio,6,Cultural,No,No,No,Sí,Sí,Sí,Sí,3900,Evitar comidas pesadas,Montaña de 7 Colores
35,Países Bajos,Inglés,Alto,8,Fotografía,No,No,No,Sí,Sí,Sí,Sí,4200,Hidratación y descanso,Montaña de 7 Colores
24,Venezuela,Español,Económico,5,Aventura,No,No,Sí,Sí,Sí,No,Sí,3900,Descansar bien,Montaña de 7 Colores
46,Noruega,Inglés,Alto,11,Fotografía,No,No,No,Sí,Sí,Sí,Sí,4350,Aclimatación obligatoria,Montaña de 7 Colores
29,Portugal,Portugués,Medio,7,Cultural,No,No,No,Sí,Sí,Sí,Sí,4000,Evitar alcohol,Montaña de 7 Colores
32,Israel,Hebreo,Alto,9,Aventura,No,No,Sí,Sí,Sí,Sí,Sí,4250,Descanso previo,Montaña de 7 Colores
23,Uruguay,Español,Económico,4,Mochilero,No,No,No,Sí,Sí,No,Sí,3800,Hidratación básica,Montaña de 7 Colores
40,Irlanda,Inglés,Alto,10,Fotografía,No,No,No,Sí,Sí,Sí,Sí,4300,Consumir agua constantemente,Montaña de 7 Colores
26,Sudáfrica,Inglés,Medio,6,Aventura,No,No,No,Sí,Sí,Sí,Sí,4100,Usar protector solar,Montaña de 7 Colores
34,Filipinas,Inglés,Medio,7,Cultural,No,No,Sí,Sí,Sí,Sí,Sí,3950,Medicamentos básicos,Montaña de 7 Colores
28,Marruecos,Árabe,Económico,5,Mochilero,No,No,No,Sí,Sí,No,Sí,3800,Descanso moderado,Montaña de 7 Colores
44,Suecia,Inglés,Alto,12,Fotografía,No,No,No,Sí,Sí,Sí,Sí,4350,Aclimatación y descanso,Montaña de 7 Colores
27,Indonesia,Indonesio,Medio,8,Aventura,No,No,Sí,Sí,Sí,Sí,Sí,4200,Hidratación continua,Montaña de 7 Colores
38,Dinamarca,Inglés,Alto,10,Fotografía,No,No,No,Sí,Sí,Sí,Sí,4300,Preparación física,Montaña de 7 Colores
22,Paraguay,Español,Económico,4,Cultural,No,No,No,Sí,Sí,No,Sí,3700,Consumir líquidos,Montaña de 7 Colores
45,Austria,Alemán,Alto,11,Fotografía,Sí,No,Sí,Sí,Sí,Sí,Sí,3900,Consulta médica,Montaña de 7 Colores
31,Costa Rica,Español,Medio,7,Aventura,No,No,No,Sí,Sí,Sí,Sí,4100,Hidratación permanente,Montaña de 7 Colores
25,Nueva Zelanda,Inglés,Alto,9,Fotografía,No,No,No,Sí,Sí,Sí,Sí,4250,Ropa térmica,Montaña de 7 Colores
36,Rusia,Ruso,Alto,10,Aventura,No,No,Sí,Sí,Sí,Sí,Sí,4300,Aclimatación previa,Montaña de 7 Colores
29,Perú,Español,Medio,6,Cultural,No,No,No,Sí,Sí,Sí,Sí,3950,Consumir mate de coca,Montaña de 7 Colores
33,Finlandia,Inglés,Alto,9,Fotografía,No,No,Sí,Sí,Sí,Sí,Sí,4200,Hidratación continua,Montaña de 7 Colores
21,Perú,Español,Económico,4,Mochilero,No,No,No,Sí,Sí,No,Sí,3700,Descanso correcto,Montaña de 7 Colores
47,Hungría,Húngaro,Alto,12,Cultural,Sí,No,No,Sí,Sí,Sí,Sí,3900,Control médico,Montaña de 7 Colores
30,Tailandia,Tailandés,Medio,7,Aventura,No,No,Sí,Sí,Sí,Sí,Sí,4150,Hidratación y descanso,Montaña de 7 Colores
35,Estados Unidos,Inglés,Alto,11,Fotografía,No,No,No,Sí,Sí,Sí,Sí,4350,Preparación física,Montaña de 7 Colores
24,Perú,Español,Económico,5,Cultural,No,No,No,Sí,Sí,No,Sí,3800,Consumir líquidos,Montaña de 7 Colores
39,Canadá,Inglés,Alto,10,Fotografía,No,No,Sí,Sí,Sí,Sí,Sí,4250,Aclimatación previa,Montaña de 7 Colores
27,España,Español,Medio,6,Aventura,No,No,No,Sí,Sí,Sí,Sí,4000,Hidratación adecuada,Montaña de 7 Colores
42,Brasil,Portugués,Alto,9,Fotografía,No,No,No,Sí,Sí,Sí,Sí,4300,Ropa adecuada,Montaña de 7 Colores
26,Turquía,Turco,Medio,7,Cultural,No,No,Sí,Sí,Sí,Sí,Sí,3950,Llevar medicamentos,Montaña de 7 Colores
38,India,Inglés,Alto,10,Aventura,No,No,No,Sí,Sí,Sí,Sí,4250,Usar ropa ligera,Montaña de 7 Colores
22,Bolivia,Español,Económico,4,Mochilero,No,No,No,Sí,Sí,No,Sí,3700,Hidratación adecuada,Montaña de 7 Colores
41,Bélgica,Francés,Alto,9,Fotografía,No,No,No,Sí,Sí,Sí,Sí,4000,Control médico,Montaña de 7 Colores
28,China,Chino,Alto,8,Aventura,No,No,Sí,Sí,Sí,Sí,Sí,4200,Llevar snacks energéticos,Montaña de 7 Colores
24,Perú,Español,Económico,3,Naturaleza,No,No,No,Sí,Sí,No,Sí,4200,Hidratación constante,Laguna Humantay
31,Argentina,Español,Medio,5,Aventura,No,No,No,Sí,Sí,No,Sí,4200,Consumir mate de coca,Laguna Humantay
28,Chile,Español,Medio,4,Naturaleza,No,No,No,Sí,Sí,No,Sí,4300,Llevar medicación personal,Laguna Humantay
35,Brasil,Portugués,Alto,7,Fotografía,No,No,No,Sí,Sí,No,Sí,4200,Aclimatación previa,Laguna Humantay
22,México,Español,Económico,2,Mochilero,No,No,No,No,Sí,No,Sí,4100,Descansar correctamente,Laguna Humantay
40,Estados Unidos,Inglés,Alto,6,Naturaleza,Sí,No,No,Sí,Sí,No,Sí,4000,Evitar esfuerzo excesivo,Laguna Humantay
26,Colombia,Español,Medio,4,Aventura,No,No,No,Sí,Sí,No,Sí,4300,Hidratación continua,Laguna Humantay
29,Canadá,Inglés,Alto,8,Fotografía,No,No,No,Sí,Sí,Sí,Sí,4300,Descanso moderado,Laguna Humantay
33,España,Español,Medio,5,Cultural,No,No,No,Sí,Sí,Sí,Sí,4000,Consultar médico,Laguna Humantay
27,Francia,Francés,Alto,7,Naturaleza,No,No,Sí,Sí,Sí,No,Sí,4200,Llevar snacks energéticos,Laguna Humantay
45,Japón,Japonés,Alto,9,Relajación,Sí,No,No,Sí,Sí,Sí,Sí,3600,Usar bloqueador solar,Laguna Humantay
23,Bolivia,Español,Económico,3,Mochilero,No,No,No,No,Sí,No,Sí,4000,Hidratación constante,Laguna Humantay
37,Italia,Italiano,Medio,6,Fotografía,No,No,No,Sí,Sí,Sí,Sí,4200,Aclimatación recomendada,Laguna Humantay
30,Alemania,Alemán,Alto,8,Aventura,No,No,No,Sí,Sí,No,Sí,4300,Consumir agua frecuentemente,Laguna Humantay
21,Perú,Español,Económico,2,Aventura,No,No,No,No,Sí,No,Sí,4000,Llevar ropa térmica,Laguna Humantay
39,Reino Unido,Inglés,Alto,10,Naturaleza,No,No,No,Sí,Sí,Sí,Sí,4300,Hidratación permanente,Laguna Humantay
25,Uruguay,Español,Medio,4,Fotografía,No,No,No,Sí,Sí,No,Sí,4200,Descansar adecuadamente,Laguna Humantay
32,Australia,Inglés,Alto,7,Aventura,No,No,No,Sí,Sí,No,Sí,4300,Aclimatación previa,Laguna Humantay
28,Ecuador,Español,Económico,3,Mochilero,No,No,No,No,Sí,No,Sí,4000,Evitar comidas pesadas,Laguna Humantay
41,Corea del Sur,Coreano,Alto,8,Fotografía,No,No,No,Sí,Sí,Sí,Sí,4300,Hidratación y descanso,Laguna Humantay
26,Paraguay,Español,Medio,4,Naturaleza,No,No,No,Sí,Sí,No,Sí,4200,Consumir mate de coca,Laguna Humantay
34,Portugal,Portugués,Alto,6,Aventura,No,No,No,Sí,Sí,No,Sí,4300,Control médico,Laguna Humantay
22,Venezuela,Español,Económico,3,Mochilero,No,No,No,No,Sí,No,Sí,4000,Llevar medicamentos,Laguna Humantay
38,China,Chino,Alto,9,Fotografía,No,No,No,Sí,Sí,Sí,Sí,4200,Usar ropa ligera,Laguna Humantay
29,Costa Rica,Español,Medio,5,Naturaleza,No,No,No,Sí,Sí,No,Sí,4200,Hidratación adecuada,Laguna Humantay
27,Suiza,Alemán,Alto,7,Fotografía,No,No,No,Sí,Sí,Sí,Sí,4300,Aclimatación obligatoria,Laguna Humantay
