Edad,País / Procedencia,Idioma,Presupuesto,Días de viaje,Tipo de viaje,Problemas respiratorios,Movilidad reducida,Alergias,Comida,Naturaleza,Historia,Fotografía,Destino recomendado,Destino alternativo,Nivel de dificultad,Requiere caminata,Altura máxima tolerada,Recomendación médica,Tipo de transporte,Tour recomendado,Riesgo por altura,Apto para adulto mayor,Apto para niños
31,Tailandia,Tailandés,Medio,6,Fotografía,No,No,Sí,Sí,No,Sí,Sí,Centro Histórico de Cusco,San Blas,Bajo,Sí,3450,Hidratación y descanso,Bus + Caminata,Cusco Colors,Bajo,Sí,Sí
35,Estados Unidos,Inglés,Alto,10,Cultural,No,No,No,Sí,No,Sí,Sí,Centro Histórico de Cusco,Museo Inka,Bajo,Sí,3500,Preparación ligera,Bus,Peru History Tour,Bajo,Sí,Sí
24,Perú,Español,Económico,4,Gastronómico,No,No,No,Sí,No,No,Sí,Centro Histórico de Cusco,San Pedro,Bajo,No,3300,Consumir líquidos,Bus,Cusco Sabores,Bajo,Sí,Sí
41,Canadá,Inglés,Alto,9,Fotografía,No,No,Sí,Sí,No,Sí,Sí,Centro Histórico de Cusco,Barrio de San Blas,Bajo,Sí,3500,Aclimatación previa,Bus,Colonial Photo Tour,Bajo,Sí,Sí
27,España,Español,Medio,5,Cultural,No,No,No,Sí,No,Sí,Sí,Centro Histórico de Cusco,Qorikancha,Bajo,No,3400,Hidratación constante,Bus,Cultural Adventure,Bajo,Sí,Sí
42,Brasil,Portugués,Alto,8,Fotografía,No,No,No,Sí,No,Sí,Sí,Centro Histórico de Cusco,Sacsayhuamán,Bajo,Sí,3500,Ropa adecuada,Bus,Photo Premium,Bajo,Sí,Sí
29,Turquía,Turco,Medio,6,Cultural,No,No,Sí,Sí,No,Sí,Sí,Centro Histórico de Cusco,Pisac,Bajo,Sí,3450,Llevar medicamentos,Bus + Caminata,Andes Tour,Bajo,Sí,Sí
38,India,Inglés,Alto,9,Fotografía,No,No,No,Sí,No,Sí,Sí,Centro Histórico de Cusco,Maras,Bajo,Sí,3500,Usar ropa ligera,Bus,City Explorer,Bajo,Sí,Sí
22,Bolivia,Español,Económico,3,Mochilero,No,No,No,Sí,No,No,Sí,Centro Histórico de Cusco,Plaza de Armas del Cusco,Bajo,No,3300,Hidratación adecuada,Bus,Backpacker Peru,Bajo,Sí,Sí
44,Bélgica,Francés,Alto,8,Cultural,No,No,No,Sí,No,Sí,Sí,Centro Histórico de Cusco,Catedral del Cusco,Bajo,Sí,3450,Control médico,Bus,Cultural Andes,Bajo,Sí,Sí
25,Perú,Español,Medio,4,Naturaleza,No,No,No,Sí,Sí,No,Sí,Laguna Huaypo,Chinchero,Bajo,No,3600,Hidratación adecuada,Bus,Tour Natural,Bajo,Sí,Sí
31,Argentina,Español,Alto,6,Fotografía,No,No,No,Sí,Sí,Sí,Sí,Laguna Huaypo,Maras,Bajo,No,3600,Usar bloqueador,Auto,Photo Tour,Bajo,Sí,Sí
22,Chile,Español,Económico,3,Mochilero,No,No,No,No,Sí,No,Sí,Laguna Huaypo,Chinchero,Bajo,No,3500,Consumir líquidos,Bus,Backpacker,Bajo,Sí,Sí
40,Estados Unidos,Inglés,Alto,8,Relajación,Sí,No,No,Sí,Sí,Sí,Sí,Laguna Huaypo,Valle Sagrado,Bajo,No,3400,Descanso previo,Auto,Tour Relax,Bajo,Sí,Sí
28,Brasil,Portugués,Medio,5,Naturaleza,No,No,No,Sí,Sí,No,Sí,Laguna Huaypo,Maras,Bajo,No,3600,Hidratación constante,Bus,Tour Natural,Bajo,Sí,Sí
35,Canadá,Inglés,Alto,7,Fotografía,No,No,No,Sí,Sí,Sí,Sí,Laguna Huaypo,Chinchero,Bajo,No,3600,Usar protector solar,Auto,Photo Tour,Bajo,Sí,Sí
26,México,Español,Medio,4,Cultural,No,No,No,Sí,Sí,Sí,Sí,Laguna Huaypo,Valle Sagrado,Bajo,No,3500,Evitar alcohol,Bus,Tour Cultural,Bajo,Sí,Sí
29,Francia,Francés,Alto,6,Relajación,No,No,Sí,Sí,Sí,Sí,Sí,Laguna Huaypo,Maras,Bajo,No,3500,Hidratación adecuada,Auto,Tour Relax,Bajo,Sí,Sí
21,Colombia,Español,Económico,3,Mochilero,No,No,No,No,Sí,No,Sí,Laguna Huaypo,Chinchero,Bajo,No,3500,Consumir mate de coca,Bus,Backpacker,Bajo,Sí,Sí
47,Japón,Japonés,Alto,9,Relajación,Sí,Sí,No,Sí,Sí,Sí,Sí,Laguna Huaypo,Valle Sagrado,Bajo,No,3300,Consulta médica,Auto,Tour Relax,Bajo,Sí,Sí
25,Bolivia,Español,Medio,4,Naturaleza,No,No,No,Sí,Sí,No,Sí,Laguna Huaypo,Maras,Bajo,No,3500,Hidratación adecuada,Bus,Tour Natural,Bajo,Sí,Sí
38,Italia,Italiano,Alto,7,Fotografía,No,No,No,Sí,Sí,Sí,Sí,Laguna Huaypo,Chinchero,Bajo,No,3600,Usar bloqueador,Auto,Photo Tour,Bajo,Sí,Sí
33,Alemania,Alemán,Alto,6,Naturaleza,No,No,No,Sí,Sí,No,Sí,Laguna Huaypo,Valle Sagrado,Bajo,No,3600,Hidratación constante,Bus,Tour Natural,Bajo,Sí,Sí
20,Perú,Español,Económico,2,Mochilero,No,No,No,No,Sí,No,Sí,Laguna Huaypo,Chinchero,Bajo,No,3500,Consumir líquidos,Bus,Backpacker,Bajo,Sí,Sí
42,Reino Unido,Inglés,Alto,8,Fotografía,No,No,No,Sí,Sí,Sí,Sí,Laguna Huaypo,Maras,Bajo,No,3600,Descanso previo,Auto,Photo Tour,Bajo,Sí,Sí
27,Uruguay,Español,Medio,5,Cultural,No,No,No,Sí,Sí,Sí,Sí,Laguna Huaypo,Valle Sagrado,Bajo,No,3500,Evitar alcohol,Bus,Tour Cultural,Bajo,Sí,Sí
36,Australia,Inglés,Alto,7,Naturaleza,No,No,No,Sí,Sí,No,Sí,Laguna Huaypo,Chinchero,Bajo,No,3600,Hidratación adecuada,Auto,Tour Natural,Bajo,Sí,Sí
23,Ecuador,Español,Económico,3,Mochilero,No,No,No,No,Sí,No,Sí,Laguna Huaypo,Maras,Bajo,No,3500,Consumir mate de coca,Bus,Backpacker,Bajo,Sí,Sí
44,Corea del Sur,Coreano,Alto,9,Fotografía,No,No,No,Sí,Sí,Sí,Sí,Laguna Huaypo,Valle Sagrado,Bajo,No,3600,Usar protector solar,Auto,Photo Tour,Bajo,Sí,Sí
30,Paraguay,Español,Medio,5,Relajación,No,No,No,Sí,Sí,No,Sí,Laguna Huaypo,Chinchero,Bajo,No,3500,Hidratación constante,Bus,Tour Relax,Bajo,Sí,Sí
37,Portugal,Portugués,Alto,6,Naturaleza,No,No,No,Sí,Sí,No,Sí,Laguna Huaypo,Maras,Bajo,No,3600,Evitar alcohol,Auto,Tour Natural,Bajo,Sí,Sí
22,Venezuela,Español,Económico,3,Mochilero,No,No,No,No,Sí,No,Sí,Laguna Huaypo,Chinchero,Bajo,No,3500,Consumir líquidos,Bus,Backpacker,Bajo,Sí,Sí
39,China,Chino,Alto,8,Fotografía,No,No,No,Sí,Sí,Sí,Sí,Laguna Huaypo,Valle Sagrado,Bajo,No,3600,Usar bloqueador,Auto,Photo Tour,Bajo,Sí,Sí
28,Costa Rica,Español,Medio,5,Naturaleza,No,No,No,Sí,Sí,No,Sí,Laguna Huaypo,Maras,Bajo,No,3500,Hidratación adecuada,Bus,Tour Natural,Bajo,Sí,Sí
26,Suiza,Alemán,Alto,7,Fotografía,No,No,No,Sí,Sí,Sí,Sí,Laguna Huaypo,Chinchero,Bajo,No,3600,Descanso previo,Auto,Photo Tour,Bajo,Sí,Sí
35,Perú,Español,Medio,4,Cultural,No,No,No,Sí,Sí,Sí,Sí,Laguna Huaypo,Valle Sagrado,Bajo,No,3500,Evitar alcohol,Bus,Tour Cultural,Bajo,Sí,Sí
41,Estados Unidos,Inglés,Alto,8,Relajación,Sí,No,No,Sí,Sí,Sí,Sí,Laguna Huaypo,Maras,Bajo,No,3400,Consulta médica,Auto,Tour Relax,Bajo,Sí,Sí
21,Chile,Español,Económico,2,Mochilero,No,No,No,No,Sí,No,Sí,Laguna Huaypo,Chinchero,Bajo,No,3500,Consumir líquidos,Bus,Backpacker,Bajo,Sí,Sí
46,Francia,Francés,Alto,9,Relajación,Sí,Sí,No,Sí,Sí,Sí,Sí,Laguna Huaypo,Valle Sagrado,Bajo,No,3300,Descanso constante,Auto,Tour Relax,Bajo,Sí,Sí
32,México,Español,Medio,6,Cultural,No,No,No,Sí,Sí,Sí,Sí,Laguna Huaypo,Maras,Bajo,No,3500,Usar protector solar,Bus,Tour Cultural,Bajo,Sí,Sí
29,Perú,Español,Medio,5,Naturaleza,No,No,No,Sí,Sí,No,Sí,Laguna Huaypo,Chinchero,Bajo,No,3600,Hidratación adecuada,Bus,Tour Natural,Bajo,Sí,Sí
34,Argentina,Español,Alto,7,Fotografía,No,No,No,Sí,Sí,Sí,Sí,Laguna Huaypo,Valle Sagrado,Bajo,No,3600,Usar bloqueador,Auto,Photo Tour,Bajo,Sí,Sí
23,Brasil,Portugués,Económico,3,Mochilero,No,No,No,No,Sí,No,Sí,Laguna Huaypo,Maras,Bajo,No,3500,Consumir líquidos,Bus,Backpacker,Bajo,Sí,Sí
38,Canadá,Inglés,Alto,8,Relajación,Sí,No,No,Sí,Sí,Sí,Sí,Laguna Huaypo,Chinchero,Bajo,No,3400,Consulta médica,Auto,Tour Relax,Bajo,Sí,Sí
27,Italia,Italiano,Medio,5,Naturaleza,No,No,No,Sí,Sí,No,Sí,Laguna Huaypo,Valle Sagrado,Bajo,No,3500,Hidratación constante,Bus,Tour Natural,Bajo,Sí,Sí
25,Colombia,Español,Económico,4,Mochilero,No,No,No,No,Sí,No,Sí,Laguna Huaypo,Maras,Bajo,No,3500,Consumir mate de coca,Bus,Backpacker,Bajo,Sí,Sí
43,Japón,Japonés,Alto,9,Fotografía,No,No,No,Sí,Sí,Sí,Sí,Laguna Huaypo,Chinchero,Bajo,No,3600,Descanso previo,Auto,Photo Tour,Bajo,Sí,Sí
31,Alemania,Alemán,Alto,6,Cultural,No,No,No,Sí,Sí,Sí,Sí,Laguna Huaypo,Valle Sagrado,Bajo,No,3500,Evitar alcohol,Bus,Tour Cultural,Bajo,Sí,Sí
20,Bolivia,Español,Económico,2,Mochilero,No,No,No,No,Sí,No,Sí,Laguna Huaypo,Maras,Bajo,No,3500,Consumir líquidos,Bus,Backpacker,Bajo,Sí,Sí
45,Reino Unido,Inglés,Alto,8,Relajación,Sí,Sí,No,Sí,Sí,Sí,Sí,Laguna Huaypo,Chinchero,Bajo,No,3300,Consulta médica,Auto,Tour Relax,Bajo,Sí,Sí
28,Uruguay,Español,Medio,5,Naturaleza,No,No,No,Sí,Sí,No,Sí,Laguna Huaypo,Valle Sagrado,Bajo,No,3500,Hidratación adecuada,Bus,Tour Natural,Bajo,Sí,Sí
36,Australia,Inglés,Alto,7,Fotografía,No,No,No,Sí,Sí,Sí,Sí,Laguna Huaypo,Maras,Bajo,No,3600,Usar protector solar,Auto,Photo Tour,Bajo,Sí,Sí
24,Ecuador,Español,Económico,3,Mochilero,No,No,No,No,Sí,No,Sí,Laguna Huaypo,Chinchero,Bajo,No,3500,Consumir líquidos,Bus,Backpacker,Bajo,Sí,Sí
42,Corea del Sur,Coreano,Alto,9,Relajación,Sí,No,No,Sí,Sí,Sí,Sí,Laguna Huaypo,Valle Sagrado,Bajo,No,3400,Descanso previo,Auto,Tour Relax,Bajo,Sí,Sí
30,Paraguay,Español,Medio,5,Cultural,No,No,No,Sí,Sí,Sí,Sí,Laguna Huaypo,Maras,Bajo,No,3500,Evitar alcohol,Bus,Tour Cultural,Bajo,Sí,Sí
37,Portugal,Portugués,Alto,6,Naturaleza,No,No,No,Sí,Sí,No,Sí,Laguna Huaypo,Chinchero,Bajo,No,3600,Hidratación constante,Auto,Tour Natural,Bajo,Sí,Sí
22,Venezuela,Español,Económico,3,Mochilero,No,No,No,No,Sí,No,Sí,Laguna Huaypo,Valle Sagrado,Bajo,No,3500,Consumir mate de coca,Bus,Backpacker,Bajo,Sí,Sí
39,China,Chino,Alto,8,Fotografía,No,No,No,Sí,Sí,Sí,Sí,Laguna Huaypo,Maras,Bajo,No,3600,Usar bloqueador,Auto,Photo Tour,Bajo,Sí,Sí
29,Costa Rica,Español,Medio,5,Naturaleza,No,No,No,Sí,Sí,No,Sí,Laguna Huaypo,Chinchero,Bajo,No,3500,Hidratación adecuada,Bus,Tour Natural,Bajo,Sí,Sí
25,Perú,Español,Medio,4,Cultural,No,No,No,Sí,No,Sí,Sí,Barrio de San Blas,Centro Histórico de Cusco,Bajo,Sí,3400,Hidratación adecuada,Bus,San Blas Walking Tour,Bajo,Sí,Sí
33,Estados Unidos,Inglés,Alto,7,Fotografía,No,No,Sí,Sí,No,Sí,Sí,Barrio de San Blas,Plaza de Armas del Cusco,Bajo,Sí,3500,Aclimatación ligera,Bus + Caminata,Photo Cusco Tour,Bajo,Sí,Sí
22,Argentina,Español,Económico,3,Mochilero,No,No,No,Sí,No,No,Sí,Barrio de San Blas,Mercado de San Pedro,Bajo,No,3300,Consumir líquidos,Bus,Backpacker Route,Bajo,Sí,Sí
41,Canadá,Inglés,Alto,8,Cultural,No,No,No,Sí,No,Sí,Sí,Barrio de San Blas,Qorikancha,Bajo,Sí,3500,Descanso previo,Bus,Cusco Heritage Tour,Bajo,Sí,Sí
29,Brasil,Portugués,Medio,5,Gastronómico,No,No,Sí,Sí,No,No,Sí,Barrio de San Blas,Mercado de San Pedro,Bajo,No,3400,Hidratación constante,Bus,Food Experience,Bajo,Sí,Sí
37,Alemania,Alemán,Alto,9,Fotografía,No,No,No,Sí,No,Sí,Sí,Barrio de San Blas,Catedral del Cusco,Bajo,Sí,3500,Usar protector solar,Bus + Caminata,Andes Art Tour,Bajo,Sí,Sí
24,Chile,Español,Económico,4,Cultural,No,No,No,Sí,No,Sí,No,Barrio de San Blas,Sacsayhuamán,Bajo,No,3300,Consumir mate de coca,Bus,City Art Tour,Bajo,Sí,Sí
34,Francia,Francés,Alto,7,Fotografía,No,No,Sí,Sí,No,Sí,Sí,Barrio de San Blas,Piedra de los 12 Ángulos,Bajo,Sí,3450,Aclimatación previa,Bus,Colonial Photo Walk,Bajo,Sí,Sí
28,México,Español,Medio,5,Cultural,No,No,No,Sí,No,Sí,Sí,Barrio de San Blas,Museo Inka,Bajo,No,3400,Descanso moderado,Bus,Tour Histórico,Bajo,Sí,Sí
45,Reino Unido,Inglés,Alto,10,Fotografía,No,No,Sí,Sí,No,Sí,Sí,Barrio de San Blas,Centro Histórico de Cusco,Bajo,Sí,3500,Aclimatación recomendada,Bus + Caminata,Cusco Premium Walk,Bajo,Sí,Sí
21,Colombia,Español,Económico,3,Mochilero,No,No,No,Sí,No,No,Sí,Barrio de San Blas,Plaza Regocijo,Bajo,No,3300,Hidratación básica,Bus,City Backpacker,Bajo,Sí,Sí
39,Japón,Japonés,Alto,8,Fotografía,No,No,Sí,Sí,No,Sí,Sí,Barrio de San Blas,Qorikancha,Bajo,Sí,3500,Llevar snacks energéticos,Bus + Caminata,Photo Heritage,Bajo,Sí,Sí
30,España,Español,Medio,6,Cultural,No,No,No,Sí,No,Sí,Sí,Barrio de San Blas,Catedral del Cusco,Bajo,No,3400,Hidratación constante,Bus,Ruta Colonial,Bajo,Sí,Sí
36,China,Chino,Alto,9,Fotografía,No,No,No,Sí,No,Sí,Sí,Barrio de San Blas,Piedra de los 12 Ángulos,Bajo,Sí,3500,Aclimatación previa,Bus,Andes Art Experience,Bajo,Sí,Sí
25,Perú,Español,Económico,4,Gastronómico,No,No,No,Sí,No,No,Sí,Barrio de San Blas,Mercado de San Pedro,Bajo,No,3300,Consumir agua,Bus,Cusco Sabores,Bajo,Sí,Sí
42,Italia,Italiano,Alto,8,Cultural,No,No,Sí,Sí,No,Sí,Sí,Barrio de San Blas,Museo Inka,Bajo,Sí,3450,Descansar antes del tour,Bus + Caminata,Heritage Experience,Bajo,Sí,Sí
31,Corea del Sur,Coreano,Alto,7,Fotografía,No,No,No,Sí,No,Sí,Sí,Barrio de San Blas,Centro Histórico de Cusco,Bajo,Sí,3450,Hidratación continua,Bus,Cultural Photo Tour,Bajo,Sí,Sí
23,Bolivia,Español,Económico,3,Mochilero,No,No,No,Sí,No,No,Sí,Barrio de San Blas,Plaza de Armas del Cusco,Bajo,No,3300,Descansar correctamente,Bus,Tour Económico,Bajo,Sí,Sí
46,Suiza,Alemán,Alto,10,Cultural,No,No,Sí,Sí,No,Sí,Sí,Barrio de San Blas,Qorikancha,Bajo,Sí,3500,Preparación ligera,Bus,Premium History,Bajo,Sí,Sí
27,Ecuador,Español,Medio,5,Cultural,No,No,No,Sí,No,Sí,Sí,Barrio de San Blas,Qenqo,Bajo,No,3400,Evitar comidas pesadas,Bus,Circuito Cultural,Bajo,Sí,Sí
35,Países Bajos,Inglés,Alto,8,Fotografía,No,No,No,Sí,No,Sí,Sí,Barrio de San Blas,Sacsayhuamán,Bajo,Sí,3500,Hidratación y descanso,Bus + Caminata,City Photo Tour,Bajo,Sí,Sí
24,Venezuela,Español,Económico,4,Aventura,No,No,Sí,Sí,No,No,Sí,Barrio de San Blas,Mercado de San Pedro,Bajo,No,3300,Consumir líquidos,Bus,Ruta Cultural,Bajo,Sí,Sí
47,Noruega,Inglés,Alto,10,Fotografía,No,No,No,Sí,No,Sí,Sí,Barrio de San Blas,Catedral del Cusco,Bajo,Sí,3500,Aclimatación obligatoria,Bus,Cultural Premium,Bajo,Sí,Sí
28,Portugal,Portugués,Medio,5,Cultural,No,No,No,Sí,No,Sí,Sí,Barrio de San Blas,Plaza de Armas del Cusco,Bajo,No,3400,Evitar alcohol,Bus,Ruta Cusco Colonial,Bajo,Sí,Sí
32,Israel,Hebreo,Alto,8,Fotografía,No,No,Sí,Sí,No,Sí,Sí,Barrio de San Blas,Qorikancha,Bajo,Sí,3450,Descanso previo,Bus,Andes Heritage,Bajo,Sí,Sí
26,Uruguay,Español,Económico,3,Mochilero,No,No,No,Sí,No,No,Sí,Barrio de San Blas,Plaza Regocijo,Bajo,No,3300,Hidratación básica,Bus,City Backpacker,Bajo,Sí,Sí
40,Irlanda,Inglés,Alto,9,Cultural,No,No,No,Sí,No,Sí,Sí,Barrio de San Blas,Museo Inka,Bajo,Sí,3500,Consumir agua frecuentemente,Bus,Cultural Discovery,Bajo,Sí,Sí
29,Sudáfrica,Inglés,Medio,6,Fotografía,No,No,No,Sí,No,Sí,Sí,Barrio de San Blas,Centro Histórico de Cusco,Bajo,Sí,3450,Usar bloqueador solar,Bus + Caminata,City Adventure,Bajo,Sí,Sí
34,Filipinas,Inglés,Medio,5,Cultural,No,No,Sí,Sí,No,Sí,Sí,Barrio de San Blas,Qorikancha,Bajo,No,3400,Medicamentos básicos,Bus,Cultural Andes,Bajo,Sí,Sí
31,Marruecos,Árabe,Económico,4,Gastronómico,No,No,No,Sí,No,No,Sí,Barrio de San Blas,Mercado de San Pedro,Bajo,No,3300,Descanso moderado,Bus,Food Experience,Bajo,Sí,Sí
43,Suecia,Inglés,Alto,11,Fotografía,No,No,No,Sí,No,Sí,Sí,Barrio de San Blas,Sacsayhuamán,Bajo,Sí,3500,Aclimatación y descanso,Bus,Colonial Explorer,Bajo,Sí,Sí
27,Indonesia,Indonesio,Medio,6,Cultural,No,No,Sí,Sí,No,Sí,Sí,Barrio de San Blas,Piedra de los 12 Ángulos,Bajo,Sí,3450,Hidratación permanente,Bus + Caminata,City Heritage,Bajo,Sí,Sí
38,Dinamarca,Inglés,Alto,9,Fotografía,No,No,No,Sí,No,Sí,Sí,Barrio de San Blas,Catedral del Cusco,Bajo,Sí,3500,Preparación ligera,Bus,Historic Cusco Tour,Bajo,Sí,Sí
22,Paraguay,Español,Económico,3,Cultural,No,No,No,Sí,No,No,Sí,Barrio de San Blas,Plaza Regocijo,Bajo,No,3300,Consumir agua,Bus,Tour Histórico,Bajo,Sí,Sí
45,Austria,Alemán,Alto,10,Fotografía,Sí,No,Sí,Sí,No,Sí,Sí,Barrio de San Blas,Qorikancha,Bajo,Sí,3450,Consulta médica,Bus,Cultural Premium,Bajo,Sí,Sí
30,Costa Rica,Español,Medio,6,Cultural,No,No,No,Sí,No,Sí,Sí,Barrio de San Blas,Mercado de San Pedro,Bajo,No,3400,Hidratación adecuada,Bus,Ruta Colonial,Bajo,Sí,Sí
25,Nueva Zelanda,Inglés,Alto,8,Fotografía,No,No,No,Sí,No,Sí,Sí,Barrio de San Blas,Centro Histórico de Cusco,Bajo,Sí,3500,Ropa cómoda,Bus + Caminata,Photo Walk,Bajo,Sí,Sí
37,Rusia,Ruso,Alto,9,Cultural,No,No,Sí,Sí,No,Sí,Sí,Barrio de San Blas,Catedral del Cusco,Bajo,Sí,3500,Aclimatación previa,Bus,Cusco Imperial,Bajo,Sí,Sí
28,Perú,Español,Medio,5,Gastronómico,No,No,No,Sí,No,No,Sí,Barrio de San Blas,Mercado de San Pedro,Bajo,No,3350,Consumir mate de coca,Bus,Tour Gastronómico,Bajo,Sí,Sí
36,Finlandia,Inglés,Alto,8,Fotografía,No,No,Sí,Sí,No,Sí,Sí,Barrio de San Blas,Piedra de los 12 Ángulos,Bajo,Sí,3450,Hidratación continua,Bus,Andes Photo Tour,Bajo,Sí,Sí
23,Perú,Español,Económico,3,Mochilero,No,No,No,Sí,No,No,Sí,Barrio de San Blas,Plaza de Armas del Cusco,Bajo,No,3300,Descanso adecuado,Bus,City Budget,Bajo,Sí,Sí
48,Hungría,Húngaro,Alto,11,Cultural,Sí,No,No,Sí,No,Sí,Sí,Barrio de San Blas,Qorikancha,Bajo,Sí,3450,Control médico,Bus,Heritage Andes,Bajo,Sí,Sí
31,Tailandia,Tailandés,Medio,6,Fotografía,No,No,Sí,Sí,No,Sí,Sí,Barrio de San Blas,Centro Histórico de Cusco,Bajo,Sí,3450,Hidratación y descanso,Bus + Caminata,Cusco Colors,Bajo,Sí,Sí
35,Estados Unidos,Inglés,Alto,10,Cultural,No,No,No,Sí,No,Sí,Sí,Barrio de San Blas,Museo Inka,Bajo,Sí,3500,Preparación ligera,Bus,Peru History Tour,Bajo,Sí,Sí
24,Perú,Español,Económico,4,Gastronómico,No,No,No,Sí,No,No,Sí,Barrio de San Blas,San Pedro,Bajo,No,3300,Consumir líquidos,Bus,Cusco Sabores,Bajo,Sí,Sí
41,Canadá,Inglés,Alto,9,Fotografía,No,No,Sí,Sí,No,Sí,Sí,Barrio de San Blas,Catedral del Cusco,Bajo,Sí,3500,Aclimatación previa,Bus,Colonial Photo Tour,Bajo,Sí,Sí
27,España,Español,Medio,5,Cultural,No,No,No,Sí,No,Sí,Sí,Barrio de San Blas,Qorikancha,Bajo,No,3400,Hidratación constante,Bus,Cultural Adventure,Bajo,Sí,Sí
42,Brasil,Portugués,Alto,8,Fotografía,No,No,No,Sí,No,Sí,Sí,Barrio de San Blas,Sacsayhuamán,Bajo,Sí,3500,Ropa adecuada,Bus,Photo Premium,Bajo,Sí,Sí
29,Turquía,Turco,Medio,6,Cultural,No,No,Sí,Sí,No,Sí,Sí,Barrio de San Blas,Pisac,Bajo,Sí,3450,Llevar medicamentos,Bus + Caminata,Andes Tour,Bajo,Sí,Sí
38,India,Inglés,Alto,9,Fotografía,No,No,No,Sí,No,Sí,Sí,Barrio de San Blas,Maras,Bajo,Sí,3500,Usar ropa ligera,Bus,City Explorer,Bajo,Sí,Sí
22,Bolivia,Español,Económico,3,Mochilero,No,No,No,Sí,No,No,Sí,Barrio de San Blas,Plaza de Armas del Cusco,Bajo,No,3300,Hidratación adecuada,Bus,Backpacker Peru,Bajo,Sí,Sí
44,Bélgica,Francés,Alto,8,Cultural,No,No,No,Sí,No,Sí,Sí,Barrio de San Blas,Catedral del Cusco,Bajo,Sí,3450,Control médico,Bus,Cultural Andes,Bajo,Sí,Sí
26,Perú,Español,Medio,4,Cultural,No,No,No,Sí,No,Sí,Sí,Plaza de Armas del Cusco,Qorikancha,Bajo,No,3400,Hidratación adecuada,Bus,City Tour,Bajo,Sí,Sí
31,Argentina,Español,Alto,6,Fotografía,No,No,No,Sí,No,Sí,Sí,Plaza de Armas del Cusco,San Blas,Bajo,No,3400,Usar bloqueador,Auto,Photo Tour,Bajo,Sí,Sí
22,Chile,Español,Económico,3,Mochilero,No,No,No,Sí,No,Sí,Sí,Plaza de Armas del Cusco,Mercado San Pedro,Bajo,No,3300,Consumir líquidos,Bus,Backpacker,Bajo,Sí,Sí
45,Estados Unidos,Inglés,Alto,8,Cultural,Sí,No,No,Sí,No,Sí,Sí,Plaza de Armas del Cusco,Catedral del Cusco,Bajo,No,3300,Descanso previo,Auto,Tour Histórico,Bajo,Sí,Sí
29,Brasil,Portugués,Medio,5,Gastronómico,No,No,No,Sí,No,Sí,Sí,Plaza de Armas del Cusco,San Blas,Bajo,No,3400,Hidratación constante,Bus,Food Tour,Bajo,Sí,Sí
37,Canadá,Inglés,Alto,7,Fotografía,No,No,No,Sí,No,Sí,Sí,Plaza de Armas del Cusco,Qorikancha,Bajo,No,3400,Usar protector solar,Auto,Photo Tour,Bajo,Sí,Sí
25,México,Español,Medio,4,Cultural,No,No,No,Sí,No,Sí,Sí,Plaza de Armas del Cusco,Sacsayhuamán,Bajo,No,3400,Evitar alcohol,Bus,City Tour,Bajo,Sí,Sí
33,Francia,Francés,Alto,6,Relajación,No,No,Sí,Sí,No,Sí,Sí,Plaza de Armas del Cusco,San Blas,Bajo,No,3300,Hidratación adecuada,Auto,Tour Relax,Bajo,Sí,Sí
21,Colombia,Español,Económico,3,Mochilero,No,No,No,Sí,No,Sí,Sí,Plaza de Armas del Cusco,Mercado San Pedro,Bajo,No,3300,Consumir mate de coca,Bus,Backpacker,Bajo,Sí,Sí
48,Japón,Japonés,Alto,9,Relajación,Sí,Sí,No,Sí,No,Sí,Sí,Plaza de Armas del Cusco,Catedral del Cusco,Bajo,No,3200,Consulta médica,Auto,Tour Relax,Bajo,Sí,Sí
24,Bolivia,Español,Medio,4,Cultural,No,No,No,Sí,No,Sí,Sí,Plaza de Armas del Cusco,Qorikancha,Bajo,No,3400,Hidratación adecuada,Bus,City Tour,Bajo,Sí,Sí
39,Italia,Italiano,Alto,7,Fotografía,No,No,No,Sí,No,Sí,Sí,Plaza de Armas del Cusco,San Blas,Bajo,No,3400,Usar bloqueador,Auto,Photo Tour,Bajo,Sí,Sí
35,Alemania,Alemán,Alto,6,Cultural,No,No,No,Sí,No,Sí,Sí,Plaza de Armas del Cusco,Catedral del Cusco,Bajo,No,3400,Hidratación constante,Bus,Tour Histórico,Bajo,Sí,Sí
20,Perú,Español,Económico,2,Mochilero,No,No,No,Sí,No,Sí,Sí,Plaza de Armas del Cusco,Mercado San Pedro,Bajo,No,3300,Consumir líquidos,Bus,Backpacker,Bajo,Sí,Sí
43,Reino Unido,Inglés,Alto,8,Fotografía,No,No,No,Sí,No,Sí,Sí,Plaza de Armas del Cusco,San Blas,Bajo,No,3400,Descanso previo,Auto,Photo Tour,Bajo,Sí,Sí
27,Uruguay,Español,Medio,5,Cultural,No,No,No,Sí,No,Sí,Sí,Plaza de Armas del Cusco,Qorikancha,Bajo,No,3400,Evitar alcohol,Bus,City Tour,Bajo,Sí,Sí
36,Australia,Inglés,Alto,7,Relajación,No,No,No,Sí,No,Sí,Sí,Plaza de Armas del Cusco,Catedral del Cusco,Bajo,No,3300,Hidratación adecuada,Auto,Tour Relax,Bajo,Sí,Sí
23,Ecuador,Español,Económico,3,Mochilero,No,No,No,Sí,No,Sí,Sí,Plaza de Armas del Cusco,Mercado San Pedro,Bajo,No,3300,Consumir líquidos,Bus,Backpacker,Bajo,Sí,Sí
